nombre_repo,url_repo,estrellas,ruta_coincidente,rutas_coincidentes,coincidencias,origen
Dachon/LearningJDK,https://api.github.com/repos/Dachon/LearningJDK,,src/sun/security/util/Resources_zh_CN.java,src/sun/security/util/Resources_zh_CN.java,1,gh search code
danielcbright/claude-learns,https://api.github.com/repos/danielcbright/claude-learns,2.0,FAQ.md,FAQ.md; manifest.yaml,2,gh search code
Danphillipz/wheres-waldo,https://api.github.com/repos/Danphillipz/wheres-waldo,,SETUP_SUMMARY.md,SETUP_SUMMARY.md,1,gh search code
danribes/mystic-ecom-cloud,https://api.github.com/repos/danribes/mystic-ecom-cloud,,.specify/memory/tasks_phase12.md,.specify/memory/tasks_phase12.md,1,gh search code
darfaz/spec-os-shared-suite,https://api.github.com/repos/darfaz/spec-os-shared-suite,,CLAUDE.md,CLAUDE.md,1,gh search code
DawidNowak/AiLootGenerator,https://api.github.com/repos/DawidNowak/AiLootGenerator,,.specify/scripts/powershell/update-agent-context.ps1,.specify/scripts/powershell/update-agent-context.ps1,1,gh search code
dbbuilder/github-spec-kit-editor,https://api.github.com/repos/dbbuilder/github-spec-kit-editor,,TODO.md,TODO.md,1,gh search code
dbflute-example/dbflute-example-on-play2java,https://api.github.com/repos/dbflute-example/dbflute-example-on-play2java,2.0,app/docksidestage/dbflute/bsbhv/BsMemberSecurityBhv.java,app/docksidestage/dbflute/bsbhv/BsMemberSecurityBhv.java; app/org/docksidestage/dbflute/bsbhv/BsMemberWithdrawalBhv.java; app/docksidestage/dbflute/cbean/bs/BsRegionCB.java; app/docksidestage/dbflute/bsbhv/BsMemberLoginBhv.java; app/docksidestage/dbflute/cbean/bs/BsMemberWithdrawalCB.java,5,gh search code
dbflute-example/dbflute-example-with-non-rdb,https://api.github.com/repos/dbflute-example/dbflute-example-with-non-rdb,1.0,src/main/java/org/docksidestage/dbflute/cbean/bs/BsMemberLoginCB.java,src/main/java/org/docksidestage/dbflute/cbean/bs/BsMemberLoginCB.java,1,gh search code
dbflute-test/dbflute-test-dbms-oracle,https://api.github.com/repos/dbflute-test/dbflute-test-dbms-oracle,,src/main/java/org/docksidestage/oracle/dbflute/cbean/bs/BsServiceRankCB.java,src/main/java/org/docksidestage/oracle/dbflute/cbean/bs/BsServiceRankCB.java,1,gh search code
dbflute-test/giant-mysql,https://api.github.com/repos/dbflute-test/giant-mysql,,src/main/java/org/docksidestage/dbflute/cbean/bs/BsProductStatusCB.java,src/main/java/org/docksidestage/dbflute/cbean/bs/BsProductStatusCB.java,1,gh search code
dbflute/dbflute-intro,https://api.github.com/repos/dbflute/dbflute-intro,8.0,dbflute_introdb/templates/om/java/bsbhv/BaseBhv.vm,dbflute_introdb/templates/om/java/bsbhv/BaseBhv.vm,1,gh search code
dceoy/pdmt5,https://api.github.com/repos/dceoy/pdmt5,,.specify/scripts/bash/create-new-feature.sh,.specify/scripts/bash/create-new-feature.sh,1,gh search code
deepeshBodh/human-in-loop,https://api.github.com/repos/deepeshBodh/human-in-loop,24.0,.claude/agents/release-manager.md,.claude/agents/release-manager.md,1,gh search code
deepin-community/mame,https://api.github.com/repos/deepin-community/mame,,src/emu/diimage.cpp,src/emu/diimage.cpp,1,gh search code
Demolinator/Talal-s-TDA,https://api.github.com/repos/Demolinator/Talal-s-TDA,1.0,.specify/scripts/bash/validate-migration.sh,.specify/scripts/bash/validate-migration.sh,1,gh search code
DenShtur/ios-project,https://api.github.com/repos/DenShtur/ios-project,,Demo-Speckit-messageAppUITests/.specify/scripts/bash/update-agent-context.sh,Demo-Speckit-messageAppUITests/.specify/scripts/bash/update-agent-context.sh,1,gh search code
department-of-veterans-affairs/vets-api,https://api.github.com/repos/department-of-veterans-affairs/vets-api,261.0,modules/survivors_benefits/spec/lib/survivors_benefits/pdf_fill/output/21P-534EZ_section-9.json,modules/survivors_benefits/spec/lib/survivors_benefits/pdf_fill/output/21P-534EZ_section-9.json,1,gh search code
DesconCore/WoW-Armory,https://api.github.com/repos/DesconCore/WoW-Armory,22.0,_css/master.css,_css/master.css,1,gh search code
Dev4w4n/e-masjid.my,https://api.github.com/repos/Dev4w4n/e-masjid.my,93.0,specs/003-we-need-to/plan.md,specs/003-we-need-to/plan.md,1,gh search code
DevHammad0/physical-ai-robotics-textbook,https://api.github.com/repos/DevHammad0/physical-ai-robotics-textbook,,.cursor/commands/sp.plan.md,.cursor/commands/sp.plan.md,1,gh search code
DevMinGeonPark/FineGst_FE,https://api.github.com/repos/DevMinGeonPark/FineGst_FE,1.0,CLAUDE.md,CLAUDE.md,1,gh search code
deweyou/ui,https://api.github.com/repos/deweyou/ui,,.codex/prompts/speckit.specify.md,.codex/prompts/speckit.specify.md,1,gh search code
Dezocode/opencli,https://api.github.com/repos/Dezocode/opencli,1.0,modules/spec_memory.py,modules/spec_memory.py,1,gh search code
diamanthaxhimusa/techstitution,https://api.github.com/repos/diamanthaxhimusa/techstitution,,app/static/css/stylesheet.css,app/static/css/stylesheet.css,1,gh search code
DIGI-UW/analyzer-mock-server,https://api.github.com/repos/DIGI-UW/analyzer-mock-server,,AGENTS.md,AGENTS.md,1,gh search code
DIGI-UW/OpenELIS-Global-2,https://api.github.com/repos/DIGI-UW/OpenELIS-Global-2,208.0,.specify/core/commands/speckit.clarify.md,.specify/core/commands/speckit.clarify.md; specs/008-patient-merge/spec.md; .specify/oe/commands/download-ci-logs.md; .specify/oe/commands/speckit.tasks.md,4,gh search code
DINHDUY/ai-workflow-kit,https://api.github.com/repos/DINHDUY/ai-workflow-kit,,workflows/speckit/SPEC.md,workflows/speckit/SPEC.md,1,gh search code
doggy8088/spec-kit,https://api.github.com/repos/doggy8088/spec-kit,251.0,docs/local-development.md,docs/local-development.md; templates/plan-template.md,2,gh search code
doggy8088/speckit-initializr,https://api.github.com/repos/doggy8088/speckit-initializr,19.0,reconfigure-speckit.js,reconfigure-speckit.js,1,gh search code
dogwood008/ipa-answer-sheet-disclosure,https://api.github.com/repos/dogwood008/ipa-answer-sheet-disclosure,,.eslintrc.cjs,.eslintrc.cjs,1,gh search code
doitsu2014/crypto-pocket-butler,https://api.github.com/repos/doitsu2014/crypto-pocket-butler,3.0,.claude/commands/speckit.specify.md,.claude/commands/speckit.specify.md,1,gh search code
DonMdas/Yoga_Pose_Tracking,https://api.github.com/repos/DonMdas/Yoga_Pose_Tracking,,SRS.md,SRS.md,1,gh search code
dotnet/docs,https://api.github.com/repos/dotnet/docs,4670.0,samples/snippets/visualbasic/VS_Snippets_CLR/conceptual.globalization/vb/dates8.vb,samples/snippets/visualbasic/VS_Snippets_CLR/conceptual.globalization/vb/dates8.vb; samples/snippets/csharp/VS_Snippets_CLR/Formatting.DateAndTime.Standard/cs/Roundtrip1.cs,2,gh search code
dotnet/roslyn,https://api.github.com/repos/dotnet/roslyn,20306.0,docs/analyzers/Report Analyzer Format.md,docs/analyzers/Report Analyzer Format.md,1,gh search code
draagron/Poseidon2,https://api.github.com/repos/draagron/Poseidon2,,QWEN.md,QWEN.md; .claude/commands/speckit.refactor.md; .specify/extensions/README.md; .specify/extensions/DEVELOPMENT.md,4,gh search code
dstmath/HWFramework,https://api.github.com/repos/dstmath/HWFramework,261.0,P9-8.0/src/main/java/sun/security/util/Resources.java,P9-8.0/src/main/java/sun/security/util/Resources.java; Honor5C-7.0/src/main/java/java/net/URL.java,2,gh search code
dstmath/OppoR15,https://api.github.com/repos/dstmath/OppoR15,8.0,app/src/main/java/sun/security/util/Resources.java,app/src/main/java/sun/security/util/Resources.java,1,gh search code
dtgfdgfgf/SDD-WorkSpace,https://api.github.com/repos/dtgfdgfgf/SDD-WorkSpace,,bone.ini,bone.ini,1,gh search code
dtinth/thaiWitter3,https://api.github.com/repos/dtinth/thaiWitter3,17.0,public/test/pavlov.js,public/test/pavlov.js,1,gh search code
dudick123/app-migrator-claude,https://api.github.com/repos/dudick123/app-migrator-claude,,OUTPUT.md,OUTPUT.md,1,gh search code
dvcrn/openclaw-skills-marketplace,https://api.github.com/repos/dvcrn/openclaw-skills-marketplace,2.0,plugins/karmafeast--strudel-music/skills/strudel-music/README.md,plugins/karmafeast--strudel-music/skills/strudel-music/README.md; plugins/mydearzsy--sdd-dev-workflow/skills/sdd-dev-workflow/scripts/init-project.sh,2,gh search code
DYAI2025/Stoppclock-page,https://api.github.com/repos/DYAI2025/Stoppclock-page,3.0,.specify/PHASE1_COMPLETION.md,.specify/PHASE1_COMPLETION.md,1,gh search code
Dzmitry-Kliuchnik/LifeTime,https://api.github.com/repos/Dzmitry-Kliuchnik/LifeTime,,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
earelin/agora-ui,https://api.github.com/repos/earelin/agora-ui,,CLAUDE.md,CLAUDE.md,1,gh search code
EAZaidi/Physical-AI-Humanoid-Robotics-Textbook,https://api.github.com/repos/EAZaidi/Physical-AI-Humanoid-Robotics-Textbook,1.0,.dockerignore,.dockerignore,1,gh search code
eclipse-score/orchestrator,https://api.github.com/repos/eclipse-score/orchestrator,4.0,src/orchestration/src/events/events_provider.rs,src/orchestration/src/events/events_provider.rs,1,gh search code
eddyvalencia96/AIBoilerPlate,https://api.github.com/repos/eddyvalencia96/AIBoilerPlate,,CODEX.md,CODEX.md; .agent/sub-agents/qa.md,2,gh search code
efargas/S7-Tools,https://api.github.com/repos/efargas/S7-Tools,1.0,.specify/scripts/bash/update-agent-context.sh,.specify/scripts/bash/update-agent-context.sh,1,gh search code
eiselekd/lang,https://api.github.com/repos/eiselekd/lang,,rust/interesting/interesting_code/rust-prehistory/src/rt/uthash-1.6/doc/txt/userguide.txt,rust/interesting/interesting_code/rust-prehistory/src/rt/uthash-1.6/doc/txt/userguide.txt,1,gh search code
eitatech/gatomia-vscode,https://api.github.com/repos/eitatech/gatomia-vscode,1.0,ui/src/features/welcome/components/config-section.tsx,ui/src/features/welcome/components/config-section.tsx,1,gh search code
ekwator/truth-training,https://api.github.com/repos/ekwator/truth-training,4.0,docs/archive/.specify/templates/agent-file-template.md,docs/archive/.specify/templates/agent-file-template.md,1,gh search code
elsa-workflows/elsa-core,https://api.github.com/repos/elsa-workflows/elsa-core,7666.0,.specify/memory/constitution.md,.specify/memory/constitution.md,1,gh search code
emteknetnz/winter04,https://api.github.com/repos/emteknetnz/winter04,,.github/prompts/speckit.tasks.prompt.md,.github/prompts/speckit.tasks.prompt.md,1,gh search code
emudhra-integration-sdk/dotnet-core-esign-sdk,https://api.github.com/repos/emudhra-integration-sdk/dotnet-core-esign-sdk,,eSignLibrary/text/error_messages/en.lng,eSignLibrary/text/error_messages/en.lng,1,gh search code
emudhra-integration-sdk/dotnet-framework-esign-sdk,https://api.github.com/repos/emudhra-integration-sdk/dotnet-framework-esign-sdk,,text/error_messages/en.lng,text/error_messages/en.lng,1,gh search code
enoonan/ash_backpex,https://api.github.com/repos/enoonan/ash_backpex,30.0,CONTRIBUTING.md,CONTRIBUTING.md,1,gh search code
Enriquefft/next-fullstack-template,https://api.github.com/repos/Enriquefft/next-fullstack-template,6.0,.specify/templates/plan-template.md,.specify/templates/plan-template.md; .claude/settings.local.json,2,gh search code
ep-infosec/28_nasa_europa,https://api.github.com/repos/ep-infosec/28_nasa_europa,,examples/UBO/UBO-initial-state.nddl,examples/UBO/UBO-initial-state.nddl,1,gh search code
ErichStyger/mcuoneclipse,https://api.github.com/repos/ErichStyger/mcuoneclipse,760.0,Examples/MCUXpresso/FRDM-K64F/FRDM-K64F_gcov_bm/FRDM-K64F_gcov_bm PE Debug.launch,Examples/MCUXpresso/FRDM-K64F/FRDM-K64F_gcov_bm/FRDM-K64F_gcov_bm PE Debug.launch; Examples/Eclipse/Teensy/Teensy31_Blinky/Teensy31_Blinky PnE.launch; Examples/KDS/FRDM-K64F120M/FRDM-K64F_USB_CDC/FRDM-K64F_USB_CDC PnE.launch; Examples/KDS/FRDM-KL25Z/FRDM-KL25Z_ESP8266_ThingSpeak/FRDM-KL25Z_ESP8266_ThingSpeak PnE.launch,4,gh search code
ErwinLambujon/ElevateMe,https://api.github.com/repos/ErwinLambujon/ElevateMe,,static/css/App.css,static/css/App.css,1,gh search code
eserlan/Codex-Cryptica,https://api.github.com/repos/eserlan/Codex-Cryptica,,.agent/workflows/sdd-analyze.md,.agent/workflows/sdd-analyze.md,1,gh search code
ESMG/gridtools,https://api.github.com/repos/ESMG/gridtools,23.0,docs/manual/gridtoolAppTutorial.ipynb,docs/manual/gridtoolAppTutorial.ipynb,1,gh search code
ESP-rCommunity/ESP-rSource,https://api.github.com/repos/ESP-rCommunity/ESP-rSource,24.0,src/cetc/DG_controller.F,src/cetc/DG_controller.F,1,gh search code
ethpanda-org/ETHShanghai-2025,https://api.github.com/repos/ethpanda-org/ETHShanghai-2025,15.0,projects/cina/contracts/CINA/.specify/scripts/bash/update-agent-context.sh,projects/cina/contracts/CINA/.specify/scripts/bash/update-agent-context.sh,1,gh search code
euvl/vue-notification,https://api.github.com/repos/euvl/vue-notification,2386.0,README.md,README.md,1,gh search code
ev3rlit/ride-the-wave,https://api.github.com/repos/ev3rlit/ride-the-wave,,docs/clients/copilot.md,docs/clients/copilot.md,1,gh search code
exalearn/ExaMol,https://api.github.com/repos/exalearn/ExaMol,13.0,docs/api/examol.rst,docs/api/examol.rst,1,gh search code
FAIR-DM/fairdm,https://api.github.com/repos/FAIR-DM/fairdm,,docs/more/changelog.md,docs/more/changelog.md,1,gh search code
fanfanccluo/predicting-annual-air-pollution,https://api.github.com/repos/fanfanccluo/predicting-annual-air-pollution,,cs02.Rmd,cs02.Rmd,1,gh search code
FatecFranca/ModeloProjetoSoftware,https://api.github.com/repos/FatecFranca/ModeloProjetoSoftware,4.0,AGENTS.md,AGENTS.md; .specify/scripts/bash/validate-spec-kit.sh,2,gh search code
ferdiazreyes-icloud/fitness-dashboard,https://api.github.com/repos/ferdiazreyes-icloud/fitness-dashboard,,tasks.md,tasks.md,1,gh search code
fetch150zy/chrome-bib-ext,https://api.github.com/repos/fetch150zy/chrome-bib-ext,,.claude/commands/speckit.specify.md,.claude/commands/speckit.specify.md,1,gh search code
FeynmanZhou/console,https://api.github.com/repos/FeynmanZhou/console,2.0,src/components/Forms/GrayRelease/Version/index.scss,src/components/Forms/GrayRelease/Version/index.scss,1,gh search code
FG-Tech-Consultant/interview-me-prj,https://api.github.com/repos/FG-Tech-Consultant/interview-me-prj,,.claude/commands/speckit.specifypd.md,.claude/commands/speckit.specifypd.md,1,gh search code
FJS-Services-Inc/strategiq,https://api.github.com/repos/FJS-Services-Inc/strategiq,,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
FrancoStino/opencode-skills-antigravity,https://api.github.com/repos/FrancoStino/opencode-skills-antigravity,3.0,bundled-skills/speckit-updater/SKILL.md,bundled-skills/speckit-updater/SKILL.md,1,gh search code
frankbria/codeframe-aco,https://api.github.com/repos/frankbria/codeframe-aco,1.0,CLAUDE.md,CLAUDE.md,1,gh search code
frtu/agents-os,https://api.github.com/repos/frtu/agents-os,,leader-toolbox/memory/.specify/memory/constitution_README.md,leader-toolbox/memory/.specify/memory/constitution_README.md; leader-toolbox/.specify/memory/constitution_README.md,2,gh search code
fsheee/spec-kit-demo-expenses-tracker,https://api.github.com/repos/fsheee/spec-kit-demo-expenses-tracker,,GEMINI.md,GEMINI.md,1,gh search code
funai-wiki/funai-infer-chain,https://api.github.com/repos/funai-wiki/funai-infer-chain,,funai-signer/src/client/mod.rs,funai-signer/src/client/mod.rs,1,gh search code
futuremobilitylabcsu/src,https://api.github.com/repos/futuremobilitylabcsu/src,,universe/autoware.universe/planning/behavior_velocity_run_out_module/src/manager.cpp,universe/autoware.universe/planning/behavior_velocity_run_out_module/src/manager.cpp,1,gh search code
Gabriel-Lopezz/Open-Source,https://api.github.com/repos/Gabriel-Lopezz/Open-Source,,doc/source/user_guide/reshaping.rst,doc/source/user_guide/reshaping.rst,1,gh search code
galiparanu/Adapter,https://api.github.com/repos/galiparanu/Adapter,,SETUP_COMPLETE.md,SETUP_COMPLETE.md; docs/gemini-integration.md,2,gh search code
GauravSharmaCode/AI-Study-Planner,https://api.github.com/repos/GauravSharmaCode/AI-Study-Planner,,.qwen/commands/qwen.specify.md,.qwen/commands/qwen.specify.md,1,gh search code
GaZmagik/claude-memory-plugin,https://api.github.com/repos/GaZmagik/claude-memory-plugin,5.0,.specify/specs/feature/001-memory-plugin/tasks.md,.specify/specs/feature/001-memory-plugin/tasks.md,1,gh search code
gbif/hp-specify,https://api.github.com/repos/gbif/hp-specify,,home.md,home.md,1,gh search code
geekerstar/OpenJdk-11,https://api.github.com/repos/geekerstar/OpenJdk-11,,src/sun/security/util/Resources_zh_CN.java,src/sun/security/util/Resources_zh_CN.java,1,gh search code
GekoCloud/gekocloud-console,https://api.github.com/repos/GekoCloud/gekocloud-console,,src/components/Forms/GrayRelease/Version/index.scss,src/components/Forms/GrayRelease/Version/index.scss,1,gh search code
GekoCloud/kconsole,https://api.github.com/repos/GekoCloud/kconsole,1.0,src/components/Forms/GrayRelease/Version/index.scss,src/components/Forms/GrayRelease/Version/index.scss,1,gh search code
gellieb/workspace,https://api.github.com/repos/gellieb/workspace,,SQL .md,SQL .md,1,gh search code
GiantCroissant-Lunar/sango-card,https://api.github.com/repos/GiantCroissant-Lunar/sango-card,,.specify/status/coordination-status.md,.specify/status/coordination-status.md; .agent/AGENTS.md,2,gh search code
github/docs,https://api.github.com/repos/github/docs,19164.0,content/migrations/using-ghe-migrator/migrating-data-to-github-enterprise-server.md,content/migrations/using-ghe-migrator/migrating-data-to-github-enterprise-server.md,1,gh search code
github/spec-kit,https://api.github.com/repos/github/spec-kit,81156.0,src/specify_cli/extensions.py,src/specify_cli/extensions.py,1,gh search code
githubstudycloud/gij001,https://api.github.com/repos/githubstudycloud/gij001,,.claude/commands/plan.md,.claude/commands/plan.md,1,gh search code
glucky0898/JDKCodeReading,https://api.github.com/repos/glucky0898/JDKCodeReading,1.0,src/sun/security/util/Resources_zh_CN.java,src/sun/security/util/Resources_zh_CN.java,1,gh search code
goldbergyoni/test-coverage-mcp,https://api.github.com/repos/goldbergyoni/test-coverage-mcp,40.0,specs/002-coverage-diff-tracking/plan.md,specs/002-coverage-diff-tracking/plan.md,1,gh search code
graydon/rust-prehistory,https://api.github.com/repos/graydon/rust-prehistory,713.0,src/rt/uthash-1.6/doc/txt/userguide.txt,src/rt/uthash-1.6/doc/txt/userguide.txt,1,gh search code
GrundtvigsVaerker/develp,https://api.github.com/repos/GrundtvigsVaerker/develp,,public/stylesheets/placeCSS.css,public/stylesheets/placeCSS.css,1,gh search code
gyasis/PromptChain,https://api.github.com/repos/gyasis/PromptChain,,GITHUB_SPEC_KIT_CHEATSHEET.md,GITHUB_SPEC_KIT_CHEATSHEET.md,1,gh search code
H0onnn/spec-kit-test,https://api.github.com/repos/H0onnn/spec-kit-test,,.gemini/commands/speckit.specify.toml,.gemini/commands/speckit.specify.toml,1,gh search code
hallba/BioModelAnalyzer,https://api.github.com/repos/hallba/BioModelAnalyzer,6.0,.specify/specs/001-linux-modernization/tasks.md,.specify/specs/001-linux-modernization/tasks.md,1,gh search code
hanya/BookmarksMenu,https://api.github.com/repos/hanya/BookmarksMenu,3.0,po/de.po,po/de.po; po/fr.po; po/ja.po,3,gh search code
HarborGuard/HarborGuard,https://api.github.com/repos/HarborGuard/HarborGuard,600.0,.dockerignore,.dockerignore,1,gh search code
HarishRohini/PinplayTools,https://api.github.com/repos/HarishRohini/PinplayTools,5.0,out.2,out.2,1,gh search code
HarshCasper/NeoAlgo,https://api.github.com/repos/HarshCasper/NeoAlgo,890.0,Python/ml/Flight_Delay_Predictions.ipynb,Python/ml/Flight_Delay_Predictions.ipynb,1,gh search code
hashi-demo-lab/terraform-provider-bcm,https://api.github.com/repos/hashi-demo-lab/terraform-provider-bcm,1.0,.specify/scripts/bash/update-agent-context.sh,.specify/scripts/bash/update-agent-context.sh; .claude/agents/speckit.constitution.md,2,gh search code
hcoona/schemastore-pkl,https://api.github.com/repos/hcoona/schemastore-pkl,,hk.pkl,hk.pkl,1,gh search code
henriquemoody/charlie,https://api.github.com/repos/henriquemoody/charlie,6.0,examples/speckit/.cursor/commands/speckit.implement.md,examples/speckit/.cursor/commands/speckit.implement.md,1,gh search code
Hieu-vn/voip-ai-agent,https://api.github.com/repos/Hieu-vn/voip-ai-agent,,.gemini/commands/speckit.specify.toml,.gemini/commands/speckit.specify.toml,1,gh search code
Hisn00w/Spec-Kit-VS-Code,https://api.github.com/repos/Hisn00w/Spec-Kit-VS-Code,7.0,.gemini/commands/speckit.specify.toml,.gemini/commands/speckit.specify.toml; src/commands/specifyCommand.ts,2,gh search code
hooriyaa/evolution-of-todo,https://api.github.com/repos/hooriyaa/evolution-of-todo,,QWEN.md,QWEN.md,1,gh search code
Horlamedhey/yourfootprint,https://api.github.com/repos/Horlamedhey/yourfootprint,,assets/style.scss,assets/style.scss,1,gh search code
howie/digital-twin-of-your-organization,https://api.github.com/repos/howie/digital-twin-of-your-organization,,.gemini/commands/speckit.specify.toml,.gemini/commands/speckit.specify.toml,1,gh search code
hqwuzhaoyi/hass-ac-modbus,https://api.github.com/repos/hqwuzhaoyi/hass-ac-modbus,5.0,AGENTS.md,AGENTS.md,1,gh search code
huahuaxu/Hotspot,https://api.github.com/repos/huahuaxu/Hotspot,6.0,jdk/src/share/classes/sun/security/util/Resources_sv.java,jdk/src/share/classes/sun/security/util/Resources_sv.java,1,gh search code
hugogu/journal-maker,https://api.github.com/repos/hugogu/journal-maker,,CLAUDE.md,CLAUDE.md,1,gh search code
hugogu/oh-my-skills,https://api.github.com/repos/hugogu/oh-my-skills,,setup.ps1,setup.ps1,1,gh search code
Huzafi/AI-Native-Physical-Book,https://api.github.com/repos/Huzafi/AI-Native-Physical-Book,,CLAUDE.md,CLAUDE.md,1,gh search code
iajzenszmi/CodeCode,https://api.github.com/repos/iajzenszmi/CodeCode,1.0,718-2,718-2; 718-programsample3.f; 718-2.f,3,gh search code
iajzenszmi/Decent-Code-1,https://api.github.com/repos/iajzenszmi/Decent-Code-1,,718-2,718-2; 718-2.f; 718-programsample3.f,3,gh search code
iamywl/CNCF,https://api.github.com/repos/iamywl/CNCF,,jenkins/war/src/main/webapp/scripts/hudson-behavior.js,jenkins/war/src/main/webapp/scripts/hudson-behavior.js,1,gh search code
iand675/fizz,https://api.github.com/repos/iand675/fizz,,claude.md,claude.md; agent.md,2,gh search code
IBM/iac-spec-kit,https://api.github.com/repos/IBM/iac-spec-kit,51.0,examples/04-landing-zone/cloud-workflows/gcp.md,examples/04-landing-zone/cloud-workflows/gcp.md,1,gh search code
IEIAuto/AutoDRRT,https://api.github.com/repos/IEIAuto/AutoDRRT,54.0,src/autodrrt.application/planning/behavior_velocity_run_out_module/src/manager.cpp,src/autodrrt.application/planning/behavior_velocity_run_out_module/src/manager.cpp,1,gh search code
im-rafael/autokit,https://api.github.com/repos/im-rafael/autokit,,base/.specify/scripts/bash/create-new-feature.sh,base/.specify/scripts/bash/create-new-feature.sh,1,gh search code
imsanghaar/agentfactory,https://api.github.com/repos/imsanghaar/agentfactory,,.claude/commands/sp.specify.md,.claude/commands/sp.specify.md; .github/prompts/sp.specify.prompt.md,2,gh search code
INB-Nathan/WIMS-BFP-PROTOTYPE,https://api.github.com/repos/INB-Nathan/WIMS-BFP-PROTOTYPE,,.cursor/rules/reviewer.mdc,.cursor/rules/reviewer.mdc,1,gh search code
InfantLab/tada,https://api.github.com/repos/InfantLab/tada,,.claude/commands/speckit-tasks.md,.claude/commands/speckit-tasks.md,1,gh search code
infobloxopen/ib-schema-registry,https://api.github.com/repos/infobloxopen/ib-schema-registry,,Makefile,Makefile,1,gh search code
informatico-madrid/Architect-Expert-Gap-Forge,https://api.github.com/repos/informatico-madrid/Architect-Expert-Gap-Forge,,.specify/agents-roo/code-aegf-coder.yaml,.specify/agents-roo/code-aegf-coder.yaml,1,gh search code
Insightpulseai/odoo,https://api.github.com/repos/Insightpulseai/odoo,4.0,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md; odoo/.claude/commands/speckit.plan.md; odoo/odoo/.claude/commands/speckit.plan.md; odoo/odoo/odoo/.claude/commands/speckit.plan.md,4,gh search code
intent-integrity-chain/kit,https://api.github.com/repos/intent-integrity-chain/kit,27.0,.claude/skills/iikit-core/scripts/bash/fetch-tile-evals.sh,.claude/skills/iikit-core/scripts/bash/fetch-tile-evals.sh; .claude/skills/iikit-core/scripts/bash/session-context-hook.sh; .claude/skills/iikit-core/scripts/dashboard/src/checklist.js,3,gh search code
Interis-mk/AI-Hackathon,https://api.github.com/repos/Interis-mk/AI-Hackathon,,ai_hackathon/.specify/scripts/powershell/update-agent-context.ps1,ai_hackathon/.specify/scripts/powershell/update-agent-context.ps1,1,gh search code
Irome/Azerothcore-Armory,https://api.github.com/repos/Irome/Azerothcore-Armory,4.0,_css/master.css,_css/master.css,1,gh search code
irvinm/Title-Tamer,https://api.github.com/repos/irvinm/Title-Tamer,2.0,.agent/workflows/speckit.clarify.md,.agent/workflows/speckit.clarify.md,1,gh search code
irvinm/TST-Tree-Sorter,https://api.github.com/repos/irvinm/TST-Tree-Sorter,1.0,.agent/workflows/speckit.clarify.md,.agent/workflows/speckit.clarify.md; .webextignore,2,gh search code
ishiko732/vibe-coding-presets,https://api.github.com/repos/ishiko732/vibe-coding-presets,,.specify/scripts/bash/create-new-feature.sh,.specify/scripts/bash/create-new-feature.sh,1,gh search code
Ismaouste/sidewalk-studio,https://api.github.com/repos/Ismaouste/sidewalk-studio,,docs/ai/workflows.md,docs/ai/workflows.md,1,gh search code
itext/itextsharp,https://api.github.com/repos/itext/itextsharp,1396.0,src/core/iTextSharp/text/error_messages/en.lng,src/core/iTextSharp/text/error_messages/en.lng,1,gh search code
itiliti/autotask-mcp,https://api.github.com/repos/itiliti/autotask-mcp,,WARP.md,WARP.md,1,gh search code
ItsKumailHere/taskdotdo,https://api.github.com/repos/ItsKumailHere/taskdotdo,,QWEN.md,QWEN.md,1,gh search code
IvanMurzak/Unity-MCP,https://api.github.com/repos/IvanMurzak/Unity-MCP,1455.0,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
ivo-toby/synthext,https://api.github.com/repos/ivo-toby/synthext,,.specify/autonomous-builder-prd.md,.specify/autonomous-builder-prd.md,1,gh search code
j-mo/AWS-SDKs,https://api.github.com/repos/j-mo/AWS-SDKs,,java/example_code/emr/runjobflow-configurationclassification.java,java/example_code/emr/runjobflow-configurationclassification.java,1,gh search code
j7-dev/wp-power-shop,https://api.github.com/repos/j7-dev/wp-power-shop,10.0,.specify/templates/plan-template.md,.specify/templates/plan-template.md,1,gh search code
j7-dev/wp-powerhouse,https://api.github.com/repos/j7-dev/wp-powerhouse,4.0,.specify/templates/plan-template.md,.specify/templates/plan-template.md,1,gh search code
Jack840517/AzurePowershell,https://api.github.com/repos/Jack840517/AzurePowershell,2.0,src/Elastic/generated/runtime/Nodes/JsonDate.cs,src/Elastic/generated/runtime/Nodes/JsonDate.cs; src/ResourceGraph/ResourceGraph.Autorest/generated/runtime/Nodes/JsonDate.cs,2,gh search code
jagoanbunda/laravel,https://api.github.com/repos/jagoanbunda/laravel,,.dockerignore,.dockerignore,1,gh search code
jantman/machine-access-control,https://api.github.com/repos/jantman/machine-access-control,1.0,.specify/scripts/bash/common.sh,.specify/scripts/bash/common.sh; .claude/commands/speckit.plan.md,2,gh search code
janvanwassenhove/mITyFactory,https://api.github.com/repos/janvanwassenhove/mITyFactory,,.specify/glossary.md,.specify/glossary.md,1,gh search code
